House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
16,Cox Shoal,William,Barnes,22,None,Single,Male,University Student,None,None
16,Cox Shoal,Leanne,Page,22,None,Single,Female,University Student,None,Catholic
16,Cox Shoal,Rita,Thompson,20,None,Single,Female,University Student,None,Christian
16,Cox Shoal,Kirsty,Bryan,19,None,Single,Female,University Student,None,None
16,Cox Shoal,Amy,Walsh,20,None,Single,Female,University Student,None,Christian
16,Cox Shoal,Jay,Thompson,22,None,Single,Male,University Student,None,None
16,Cox Shoal,Mohammed,Thomas,18,None,Single,Male,University Student,None,None
17,Cox Shoal,Sara,Fisher,41,Head,Married,Female,Forensic scientist,None,Christian
17,Cox Shoal,Graham,Fisher,37,Husband,Married,Male,Colour technologist,None,Christian
17,Cox Shoal,Benjamin,Fisher,15,Son,NA,Male,Student,None,NA
17,Cox Shoal,Adam,Fisher,15,Son,NA,Male,Student,None,NA
17,Cox Shoal,Jordan,Fisher,15,Son,NA,Male,Student,None,NA
18,Cox Shoal,Benjamin,Allen,51,Head,Single,Male,Magazine journalist,None,Christian
18,Cox Shoal,Lee,Smith,39,None,Single,Male,"Pharmacist, hospital",None,None
18,Cox Shoal,Kirsty,Phillips,64,None,Single,Female,"Engineer, chemical",None,Methodist
18,Cox Shoal,June,Hall,30,None,Single,Female,Multimedia programmer,None,Christian
18,Cox Shoal,James,Hussain,49,None,Single,Male,Advice worker,None,None
18,Cox Shoal,Rebecca,Fox,50,None,Single,Female,"Surveyor, hydrographic",None,Catholic
19,Cox Shoal,Kathryn,Giles,69,Head,Married,Female,Retired Television production assistant,None,Christian
19,Cox Shoal,Connor,Giles,69,Husband,Married,Male,Retired Fine artist,None,None
19,Cox Shoal,Danny,Giles,41,Son,Single,Male,"Buyer, industrial",None,None
19,Cox Shoal,Sylvia,Giles,40,Daughter,Single,Female,Immunologist,None,Christian
19,Cox Shoal,,Giles,36,Son,Single,Male,Tourism officer,None,None
20,Cox Shoal,Teresa,Lyons,49,Head,Divorced,Female,Unemployed,None,None
20,Cox Shoal,Denis,Lyons,16,Son,NA,Male,Student,None,NA
20,Cox Shoal,Max,Lyons,13,Son,NA,Male,Student,None,NA
20,Cox Shoal,Wendy,Lyons,10,Daughter,NA,Female,Student,None,NA
20,Cox Shoal,Graeme,Lyons,7,Son,NA,Male,Student,None,NA
21,Cox Shoal,Hayley,Davies,52,Head,Married,Female,Sales promotion account executive,None,Christian
21,Cox Shoal,Ben,Davies,54,Husband,Married,Male,Diagnostic radiographer,None,Christian
21,Cox Shoal,Amber,Davies,29,Daughter,Single,Female,Travel agency manager,None,None
21,Cox Shoal,Raymond,Davies,26,Son,Single,Male,Retail manager,None,None
21,Cox Shoal,Elizabeth,Davies,8,Daughter,NA,Female,Student,None,NA
22,Cox Shoal,Diane,Lamb,41,Head,Married,Female,Financial controller,None,Christian
22,Cox Shoal,Douglas,Lamb,43,Husband,Married,Male,"Therapist, music",None,Christian
22,Cox Shoal,Glen,Fowler-Lamb,7,Son,NA,Male,Student,None,NA
22,Cox Shoal,Barbara,Fowler-Lamb,3,Daughter,NA,Female,Child,None,NA
22,Cox Shoal,Molly,Fowler-Lamb,1,Daughter,NA,Female,Child,None,NA
22,Cox Shoal,Cheryl,Moore,33,Lodger,Divorced,Female,"Buyer, industrial",None,Christian
22,Cox Shoal,Derek,Parsons,36,Sibling,Single,Male,Systems developer,None,None
22,Cox Shoal,Amanda,Oliver,18,Visitor,Single,Female,Student,None,NA
22,Cox Shoal,Sian,Nash,20,Lodger,Single,Female,University Student,None,Methodist
22,Cox Shoal,Lisa,Brown,32,Lodger,Divorced,Female,Scientific laboratory technician,None,Catholic
23,Cox Shoal,Michelle,Carr,25,Head,Divorced,Female,Herbalist,None,Methodist
24,Cox Shoal,Samuel,Scott,22,Head,Single,Male,University Student,None,Muslim
24,Cox Shoal,Garry,Doherty,36,None,Single,Male,"Teacher, early years/pre",None,None
24,Cox Shoal,Sally,Hayes,55,None,Single,Female,Wellsite geologist,None,None
24,Cox Shoal,Rhys,Palmer,47,None,Single,Male,Careers information officer,None,None
24,Cox Shoal,Joyce,Fletcher,50,None,Single,Female,Contracting civil engineer,None,Christian
24,Cox Shoal,Adam,Watkins,37,None,Single,Male,Community development worker,None,Catholic
24,Cox Shoal,Lisa,Daly,40,None,Single,Female,Trade mark attorney,None,Catholic
24,Cox Shoal,George,Robson,57,None,Divorced,Male,Cartographer,None,None
24,Cox Shoal,Kenneth,Morris,56,None,Single,Male,Arts development officer,None,Christian
24,Cox Shoal,Laura,White,41,None,Single,Female,Unemployed,Blind,Christian
24,Cox Shoal,Hilary,Hammond,21,None,Single,Female,University Student,None,Christian
24,Cox Shoal,Lewis,Watts,27,None,Divorced,Male,Occupational therapist,None,None
25,Cox Shoal,Valerie,Bull,52,Head,Married,Female,Glass blower/designer,None,None
25,Cox Shoal,Glenn,Bull,52,Husband,Married,Male,Lobbyist,None,None
25,Cox Shoal,Hannah,Bull,27,Daughter,Single,Female,Bonds trader,None,None
25,Cox Shoal,Abdul,Bull,27,Son,Single,Male,"Psychologist, educational",None,None
25,Cox Shoal,Stephen,Bull,9,Son,NA,Male,Student,None,NA
26,Cox Shoal,Mandy,Townsend,50,Head,Widowed,Female,Barrister,None,Christian
26,Cox Shoal,Scott,Townsend,20,Son,Divorced,Male,University Student,None,None
26,Cox Shoal,Dorothy,Townsend,19,Daughter,Single,Female,University Student,None,None
26,Cox Shoal,Mandy,Townsend,18,Daughter,Single,Female,Student,None,None
26,Cox Shoal,Carol,Townsend,14,Daughter,NA,Female,Student,None,NA
27,Cox Shoal,Carole,Anderson,63,Head,Single,Female,Unemployed,None,Christian
27,Cox Shoal,Olivia,Anderson,37,Daughter,Single,Female,Lobbyist,None,Christian
27,Cox Shoal,Bruce,Anderson,34,Son,Divorced,Male,Meteorologist,None,Christian
27,Cox Shoal,Deborah,Anderson,28,Daughter,Single,Female,Unemployed,None,None
27,Cox Shoal,Charlie,Anderson,18,Son,Single,Male,Student,None,Christian
28,Cox Shoal,Amy,Baker,48,Head,Divorced,Female,Translator,None,None
28,Cox Shoal,Jessica,Baker,20,Daughter,Single,Female,University Student,None,None
28,Cox Shoal,Rosemary,Baker,17,Daughter,NA,Female,Student,None,NA
28,Cox Shoal,Hayley,Baker,13,Daughter,NA,Female,Student,None,NA
28,Cox Shoal,David,Baker,9,Son,NA,Male,Student,None,NA
28,Cox Shoal,Heather,Baker,8,Daughter,NA,Female,Student,None,NA
28,Cox Shoal,Eileen,Baker,4,Daughter,NA,Female,Child,None,NA
28,Cox Shoal,Annette,Baker,4,Daughter,NA,Female,Child,None,NA
28,Cox Shoal,Charlie,Baker,2,Son,NA,Male,Child,None,NA
29,Cox Shoal,Samuel,Newman,46,Head,Single,Male,Animator,None,Christian
29,Cox Shoal,Joe,Edwards,43,None,Single,Male,Commissioning editor,None,Methodist
29,Cox Shoal,Bruce,Patel,55,None,Single,Male,Unemployed,None,Christian
29,Cox Shoal,Catherine,Marshall,38,None,Single,Female,Information systems manager,None,Catholic
29,Cox Shoal,Marie,Martin,19,None,Single,Female,University Student,None,Muslim
30,Cox Shoal,Kayleigh,Rowe,24,Head,Single,Female,Furniture designer,None,Methodist
31,Cox Shoal,Alison,Morris,65,Head,Married,Female,Unemployed,None,Christian
31,Cox Shoal,Albert,Morris,71,Husband,Married,Male,Retired Arts development officer,None,Christian
31,Cox Shoal,Brandon,Morris,34,Son,Single,Male,Exhibition designer,None,Christian
31,Cox Shoal,Rita,Morris,33,Daughter,Single,Female,Ambulance person,None,Christian
31,Cox Shoal,Marian,Morris,32,Daughter,Single,Female,Environmental health practitioner,None,Christian
32,Cox Shoal,Amber,Jones,43,Head,Married,Female,Freight forwarder,None,None
32,Cox Shoal,Mitchell,Jones,42,Husband,Married,Male,Bonds trader,None,None
32,Cox Shoal,Jodie,Jones,19,Daughter,Single,Female,University Student,None,None
32,Cox Shoal,Marcus,Jones,16,Son,NA,Male,Student,None,NA
32,Cox Shoal,Amanda,Jones,12,Daughter,NA,Female,Student,Disabled,NA
33,Cox Shoal,Julia,Riley,22,Head,Single,Female,University Student,None,None
33,Cox Shoal,June,Robinson,18,None,Single,Female,University Student,None,Catholic
33,Cox Shoal,Catherine,Parker,19,None,Single,Female,University Student,None,Methodist
33,Cox Shoal,Amelia,Adams,29,None,Single,Female,PhD Student,None,None
33,Cox Shoal,Eric,Hudson,28,None,Single,Male,PhD Student,None,Christian
33,Cox Shoal,Carl,Gilbert,22,None,Single,Male,University Student,None,Muslim
33,Cox Shoal,Scott,Daniels,21,None,Single,Male,University Student,None,None
33,Cox Shoal,Stacey,Kerr,18,None,Single,Female,University Student,None,Catholic
33,Cox Shoal,Kate,Lamb,18,None,Single,Female,University Student,None,None
33,Cox Shoal,Iain,Fraser,21,None,Single,Male,University Student,None,Methodist
33,Cox Shoal,Terry,Thomas,22,None,Single,Male,University Student,None,Catholic
33,Cox Shoal,Caroline,Watts,18,None,Single,Female,University Student,None,None
33,Cox Shoal,Beth,Rice,18,None,Single,Female,University Student,None,Methodist
33,Cox Shoal,Graham,Thomas,20,None,Single,Male,University Student,None,None
33,Cox Shoal,Anthony,Harper,22,None,Single,Male,University Student,None,Catholic
33,Cox Shoal,Marcus,Wilson,19,None,Single,Male,University Student,None,None
33,Cox Shoal,Guy,Rowe,22,None,Single,Male,University Student,None,None
33,Cox Shoal,Aaron,Fleming,21,None,Single,Male,University Student,None,None
34,Cox Shoal,Deborah,Hayes,42,Head,Married,Female,Cabin crew,None,Sikh
34,Cox Shoal,Stephen,Hayes,44,Husband,Married,Male,Set designer,None,Sikh
34,Cox Shoal,Debra,Hayes,14,Daughter,NA,Female,Student,None,NA
35,Cox Shoal,Lynne,Johnson,36,Head,Single,Female,"Lecturer, higher education",None,None
1,Tulip Street,Rachael,Moore,70,Head,Single,Female,Retired Administrator,None,None
1,Tulip Street,Diana,Robinson,5,Granddaughter,NA,Female,Student,None,NA
2,Tulip Street,Francesca,Scott,80.21545403,Head,Married,Female,Retired Therapeutic radiographer,None,Christian
2,Tulip Street,Garry,Scott,82.21545403,Husband,Married,Male,Retired Exercise physiologist,None,None
2,Tulip Street,Craig,Scott,9,Grandson,NA,Male,Student,None,NA
2,Tulip Street,Samuel,Scott,7,Grandson,NA,Male,Student,None,NA
2,Tulip Street,Ben,Scott,4,Grandson,NA,Male,Student,None,NA
3,Tulip Street,Katherine,Griffiths,72,Head,Widowed,Female,Retired Field seismologist,None,Christian
4,Tulip Street,Margaret,Robertson,45,Head,Divorced,Female,Ecologist,None,None
4,Tulip Street,Melissa,Robertson,15,Daughter,NA,Female,Student,None,NA
4,Tulip Street,Stephen,Robertson,15,Son,NA,Male,Student,None,NA
4,Tulip Street,Paul,Robertson,13,Son,NA,Male,Student,None,NA
5,Tulip Street,Leah,Wilson,78,Head,Divorced,Female,Retired Technical brewer,None,Christian
5,Tulip Street,Kelly,Harper,7,Granddaughter,NA,Female,Student,None,NA
6,Tulip Street,Lydia,George,32,Head,Married,Female,Chief Technology Officer,None,Muslim
6,Tulip Street,Damian,Sutton,34,Husband,Married,Male,"Engineer, manufacturing",None,Muslim
6,Tulip Street,Liam,George,1,Son,NA,Male,Child,None,NA
6,Tulip Street,Stacey,Gallagher,30,Lodger,Divorced,Female,Community pharmacist,None,None
7,Tulip Street,Teresa,Williams,71,Head,Divorced,Female,Retired Financial planner,None,Methodist
8,Tulip Street,Caroline,Harrison,32,Head,Married,Female,Insurance risk surveyor,None,None
8,Tulip Street,Damien,Harrison,37,Husband,Married,Male,Osteopath,None,None
8,Tulip Street,Karen,Harrison,4,Daughter,NA,Female,Child,None,NA
9,Tulip Street,Valerie,Jones,42,Head,Single,Female,Unemployed,None,None
9,Tulip Street,Jacob,Jones,6,Son,NA,Male,Student,None,NA
10,Tulip Street,James,Spencer,38,Head,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
11,Tulip Street,Kerry,Hope,32,Head,Married,Female,"Geneticist, molecular",None,None
11,Tulip Street,Jake,Hope,33,Husband,Married,Male,Legal secretary,None,None
11,Tulip Street,Derek,Hope,9,Son,NA,Male,Student,None,NA
12,Tulip Street,Shirley,Harvey,28,Head,Single,Female,"Psychotherapist, child",None,None
13,Tulip Street,Mandy,Clarke,53,Head,Married,Female,Curator,None,Christian
13,Tulip Street,Adam,Clarke,58,Husband,Married,Male,Chartered certified accountant,None,None
14,Tulip Street,Donna,Fraser,46,Head,Single,Female,Social researcher,None,Christian
14,Tulip Street,Andrea,Fraser,12,Daughter,NA,Female,Student,None,NA
14,Tulip Street,Liam,Fraser,9,Son,NA,Male,Student,None,NA
15,Tulip Street,Beverley,O'Brien,58,Head,Married,Female,"Doctor, hospital",None,Christian
15,Tulip Street,Brian,O'Brien,59,Husband,Married,Male,IT technical support officer,None,Christian
15,Tulip Street,Simon,O'Brien,31,Son,Single,Male,Music therapist,None,None
16,Tulip Street,Irene,Leach,42,Head,Married,Female,"Producer, television/film/video",None,None
16,Tulip Street,Gordon,Leach,45,Husband,Married,Male,Animator,None,None
16,Tulip Street,Richard,Leach,11,Son,NA,Male,Student,None,NA
16,Tulip Street,Amanda,Leach,7,Daughter,NA,Female,Student,None,NA
17,Tulip Street,Andrea,Collins,57,Head,Single,Female,Unemployed,None,None
18,Tulip Street,Lawrence,Reid,44,Head,Married,Male,Unemployed,None,None
18,Tulip Street,Abigail,Reid,44,Wife,Married,Female,Geophysicist/field seismologist,None,None
18,Tulip Street,Sally,Reid,12,Daughter,NA,Female,Student,None,NA
18,Tulip Street,Deborah,Reid,12,Daughter,NA,Female,Student,None,NA
18,Tulip Street,Hilary,Reid,11,Daughter,NA,Female,Student,None,NA
19,Tulip Street,Gillian,Clark,69,Head,Married,Female,Retired Health service manager,None,Catholic
19,Tulip Street,Scott,Clark,71,Husband,Married,Male,Retired Transport planner,None,None
19,Tulip Street,Annette,Clark,27,Daughter,Single,Female,"Engineer, automotive",None,Catholic
19,Tulip Street,Roy,Clark,26,Son,Single,Male,Product manager,None,Catholic
20,Tulip Street,Lydia,James,82,Head,Married,Female,Retired Therapeutic radiographer,None,Christian
20,Tulip Street,Darren,James,84,Husband,Married,Male,Retired Government social research officer,None,Christian
21,Tulip Street,Sam,Sutton,60,Head,Single,Male,"Surveyor, rural practice",None,None
21,Tulip Street,Tina,Johnson,46,None,Single,Female,"Pilot, airline",None,Christian
21,Tulip Street,Geraldine,Bailey,26,None,Single,Female,IT sales professional,None,Catholic
21,Tulip Street,Carolyn,Hughes,56,None,Single,Female,Unemployed,None,Christian
21,Tulip Street,Lawrence,Jones,64,None,Single,Male,"Engineer, agricultural",None,Christian
22,Tulip Street,Lynne,Graham,18,Head,Married,Female,Student,None,NA
22,Tulip Street,Nigel,Graham,27,Husband,Married,Male,"Psychotherapist, dance movement",None,NA
22,Tulip Street,Diana,Bull,21,Visitor,Single,Female,University Student,None,Catholic
22,Tulip Street,Natalie,Murray,35,Lodger,Divorced,Female,Leisure centre manager,None,Christian
22,Tulip Street,Jemma,Charlton,44,Lodger,Single,Female,Lawyer,None,None
22,Tulip Street,Arthur,Brown,33,Lodger,Divorced,Male,Ecologist,None,None
23,Tulip Street,Rachel,Hall,43,Head,Married,Female,Chief Technology Officer,None,Catholic
23,Tulip Street,Allan,Hall,43,Husband,Married,Male,Air broker,None,Catholic
24,Tulip Street,Anna,Oliver-Shepherd,45,Head,Divorced,Female,Unemployed,None,Catholic
24,Tulip Street,Chelsea,Oliver-Shepherd,7,Daughter,NA,Female,Student,None,NA
24,Tulip Street,Roger,Oliver-Shepherd,7,Son,NA,Male,Student,None,NA
24,Tulip Street,Dylan,Oliver-Shepherd,7,Son,NA,Male,Student,None,NA
24,Tulip Street,Fiona,Oliver-Shepherd,4,Daughter,NA,Female,Child,None,NA
25,Tulip Street,Francesca,Cunningham,20,Head,Single,Female,University Student,None,Methodist
25,Tulip Street,Tracey,Whittaker,57,None,Single,Female,Diplomatic Services operational officer,None,Catholic
1,Smith Pines,Danny,Connolly,57,Head,Single,Male,Unemployed,None,Christian
2,Smith Pines,Mohammad,Hughes,28,Head,Single,Male,Midwife,None,None
3,Smith Pines,Molly,Clark,73,Head,Widowed,Female,Retired Conference centre manager,None,Christian
4,Smith Pines,Janet,Smith,70,Head,Widowed,Female,"Retired Conservation officer, historic buildings",None,Christian
5,Smith Pines,Albert,Finch,24,Head,Single,Male,Sports development officer,None,None
6,Smith Pines,Sylvia,Wilson,42,Head,Married,Female,Print production planner,None,None
6,Smith Pines,Robert,Wilson,42,Husband,Married,Male,Unemployed,None,None
7,Smith Pines,Owen,Anderson,21,Head,Single,Male,Photographer,None,Methodist
7,Smith Pines,Richard,Kelly,60,None,Single,Male,Advertising copywriter,None,Muslim
7,Smith Pines,Vincent,Ross,64,None,Single,Male,Systems analyst,None,None
8,Smith Pines,Raymond,Oliver,23,Head,Single,Male,Herbalist,None,Christian
9,Smith Pines,Phillip,Holland,78,Head,Widowed,Male,Retired Associate Professor,None,Methodist
10,Smith Pines,Pamela,Briggs,38,Head,Single,Female,Print production planner,None,Christian
10,Smith Pines,Jake,Henderson,41,Partner,Single,Male,Computer games developer,None,None
10,Smith Pines,Emily,Briggs,15,Daughter,NA,Female,Student,None,NA
11,Smith Pines,Danielle,Rogers,80,Head,Widowed,Female,"Retired Surveyor, minerals",None,None
12,Smith Pines,Jessica,Hall,59,Head,Divorced,Female,Systems developer,None,None
13,Smith Pines,Jean,Fowler,63,Head,Widowed,Female,Orthoptist,None,Christian
14,Smith Pines,Anna,Russell,76,Head,Widowed,Female,Retired Cartographer,None,Christian
14,Smith Pines,Eleanor,Russell,41,Daughter,Divorced,Female,Building services engineer,None,None
15,Smith Pines,Bethan,O'Neill,61,Head,Single,Female,"Optician, dispensing",None,Methodist
16,Smith Pines,Donna,Wilson,52,Head,Divorced,Female,Ceramics designer,None,Christian
17,Smith Pines,Samantha,Hargreaves,69,Head,Divorced,Female,Retired Theatre director,None,None
17,Smith Pines,Louis,Hargreaves,45,Son,Divorced,Male,Fast food restaurant manager,None,None
18,Smith Pines,Charlene,Duffy,30,Head,Divorced,Female,Unemployed,None,None
18,Smith Pines,Frank,Duffy,9,Son,NA,Male,Student,None,NA
19,Smith Pines,Paula,Tucker,62,Head,Single,Female,Media planner,None,Christian
20,Smith Pines,Michelle,Taylor,24,Head,Single,Female,Meteorologist,None,Methodist
1,Whitehead Street,Kayleigh,Page,58,Head,Single,Female,Press photographer,None,Christian
2,Whitehead Street,Jennifer,Gardner,61,Head,Single,Female,Contractor,None,Christian
3,Whitehead Street,Paula,Stevenson,78,Head,Married,Female,Retired Field trials officer,None,None
3,Whitehead Street,Norman,Stevenson,88,Husband,Married,Male,Retired Museum education officer,None,None
4,Whitehead Street,Aimee,Brown,68,Head,Divorced,Female,Retired Administrator,None,Christian
5,Whitehead Street,Sophie,Allan,58,Head,Single,Female,Sports administrator,None,Christian
6,Whitehead Street,Duncan,Macdonald,20,Head,Single,Male,University Student,None,Catholic
7,Whitehead Street,Paula,Dawson,33,Head,Married,Female,Intelligence analyst,None,None
7,Whitehead Street,Raymond,Dawson,33,Husband,Married,Male,"Surveyor, building",None,None
7,Whitehead Street,Rachael,Dawson,1,Daughter,NA,Female,Child,None,NA
8,Whitehead Street,Angela,Bentley,54,Head,Divorced,Female,Unemployed,None,Christian
8,Whitehead Street,Lydia,Bentley,10,Daughter,NA,Female,Student,None,NA
9,Whitehead Street,Dawn,Pope,54,Head,Single,Female,Building services engineer,None,Christian
9,Whitehead Street,Sam,Williams,55,Partner,Single,Male,Set designer,None,None
10,Whitehead Street,Connor,Cole,58,Head,Single,Male,"Radiographer, therapeutic",None,Methodist
11,Whitehead Street,Vincent,Hancock,69,Head,Widowed,Male,Retired Commercial art gallery manager,None,Catholic
12,Whitehead Street,Melissa,Roberts,45,Head,Married,Female,"Engineer, technical sales",None,Catholic
12,Whitehead Street,Owen,Roberts,49,Husband,Married,Male,Radio producer,None,None
12,Whitehead Street,Joe,Roberts,5,Son,NA,Male,Student,None,NA
13,Whitehead Street,Gordon,McKenzie,42,Head,Married,Male,Unemployed,None,Christian
13,Whitehead Street,Kathleen,McKenzie,42,Wife,Married,Female,Advertising copywriter,None,Christian
14,Whitehead Street,Lee,Murray,45,Head,Divorced,Male,Solicitor,None,Methodist
